x,Direct,Indirect,direct-indirect
162,0.8571249999999999,0.21609999999999996,0.8644374999999996
163,0.8121625,0.20709999999999998,0.8236250000000002
164,0.7540625000000001,0.19673749999999995,0.7731250000000004
165,0.8551499999999997,0.2056375,0.8685249999999997
166,0.8666125000000001,0.21322500000000005,0.8777874999999999
167,0.8704874999999994,0.2163625,0.8802625000000003
168,0.8611749999999997,0.2160125,0.8702500000000001
169,0.8117625,0.20647499999999996,0.8264250000000002
170,0.7552500000000001,0.19674999999999995,0.7754250000000001
171,0.8537124999999998,0.2054875,0.8665999999999998
172,0.8629624999999995,0.2125375,0.8735249999999999
173,0.8689249999999996,0.21552500000000002,0.8786499999999998
174,0.8602875000000001,0.215775,0.868925
175,0.8122500000000002,0.2077375,0.824975
176,0.7554249999999999,0.19523749999999995,0.7757875
177,0.8525374999999995,0.20382500000000006,0.8634749999999997
178,0.8685374999999997,0.21125000000000002,0.8748249999999997
179,0.871825,0.21768750000000003,0.8794500000000001
180,0.8576249999999996,0.21787499999999999,0.8685249999999998
181,0.8128125,0.21001249999999994,0.8258499999999998
182,0.7550875,0.19882500000000003,0.7766750000000002
183,0.852425,0.20682500000000004,0.8654375
184,0.8635625000000001,0.21355,0.87205
185,0.8665375,0.217675,0.8763249999999999
186,0.8540249999999997,0.21783749999999996,0.8661625
